trip,obs,country,city,mode,mode2,route,wo,ac,crowd,co2,lnco2,over,season
276,15,1,1,2,3,2,2,2,1,748,6.617402978,0,
276,16,1,1,2,3,2,2,2,1,713,6.56948142,0,
276,17,1,1,2,3,2,2,2,1,776,6.65415252,0,
276,18,1,1,2,3,2,2,2,1,773,6.650279049,0,
276,19,1,1,2,3,2,2,2,1,766,6.64118217,0,
276,20,1,1,2,3,2,2,2,1,745,6.613384218,0,
276,21,1,1,2,3,2,2,2,1,736,6.601230119,0,
276,22,1,1,2,3,2,2,2,1,733,6.597145702,0,
276,23,1,1,2,3,2,2,2,1,708,6.562444094,0,
276,24,1,1,2,3,2,2,2,1,682,6.525029658,0,
276,25,1,1,2,3,2,2,2,1,711,6.56667243,0,
276,26,1,1,2,3,2,2,2,1,695,6.543911846,0,
276,27,1,1,2,3,2,2,2,1,720,6.579251212,0,
276,28,1,1,2,3,2,2,2,1,649,6.475432717,0,
278,1,1,1,2,3,2,2,2,3,1341,7.201170883,1,
278,2,1,1,2,3,2,2,2,3,1290,7.162397497,1,
278,3,1,1,2,3,2,2,2,3,1213,7.100851909,1,
278,4,1,1,2,3,2,2,2,3,1389,7.236339343,1,
278,5,1,1,2,3,2,2,2,3,1379,7.229113878,1,
278,6,1,1,2,3,2,2,2,3,1217,7.104144093,1,
278,7,1,1,2,3,2,2,2,3,1211,7.099201744,1,
278,8,1,1,2,3,2,2,2,3,1139,7.037905963,1,
278,9,1,1,2,3,2,2,2,3,1128,7.028201432,1,
278,10,1,1,2,3,2,2,2,3,1164,7.059617628,1,
278,11,1,1,2,3,2,2,2,3,1199,7.089243155,1,
278,12,1,1,2,3,2,2,2,3,1088,6.992096427,1,
280,1,1,1,2,3,2,2,2,3,1085,6.989335266,1,
280,2,1,1,2,3,2,2,2,3,1038,6.945051064,1,
280,3,1,1,2,3,2,2,2,3,1052,6.958448393,1,
280,4,1,1,2,3,2,2,2,3,976,6.883462586,0,
280,5,1,1,2,3,2,2,2,3,1029,6.936342736,1,
280,6,1,1,2,3,2,2,2,3,940,6.845879875,0,
280,7,1,1,2,3,2,2,2,3,885,6.785587645,0,
280,8,1,1,2,3,2,2,2,3,829,6.720220155,0,
280,9,1,1,2,3,2,2,2,3,803,6.688354714,0,
280,10,1,1,2,3,2,2,2,3,744,6.612041035,0,
280,11,1,1,2,3,2,2,2,3,735,6.599870499,0,
280,12,1,1,2,3,2,2,2,3,717,6.575075841,0,
280,13,1,1,2,3,2,2,2,3,728,6.590301048,0,
280,14,1,1,2,3,2,2,2,2,659,6.490723535,0,
280,15,1,1,2,3,2,2,2,2,627,6.440946541,0,
282,1,1,1,2,3,2,2,2,3,833,6.725033642,0,
282,2,1,1,2,3,2,2,2,3,862,6.759255271,0,
282,3,1,1,2,3,2,2,2,3,938,6.843749949,0,
282,4,1,1,2,3,2,2,2,3,892,6.793466133,0,
282,5,1,1,2,3,2,2,2,3,983,6.89060912,0,
282,6,1,1,2,3,2,2,2,3,1018,6.925595197,1,
282,7,1,1,2,3,2,2,2,3,1139,7.037905963,1,
282,8,1,1,2,3,2,2,2,3,1272,7.148345744,1,
282,9,1,1,2,3,2,2,2,3,1137,7.036148494,1,
284,1,1,1,2,3,2,2,2,3,1161,7.057036982,1,
284,2,1,1,2,3,2,2,2,3,1085,6.989335266,1,
284,3,1,1,2,3,2,2,2,3,1010,6.91770561,1,
284,4,1,1,2,3,2,2,2,3,1022,6.929516771,1,
284,5,1,1,2,3,2,2,2,3,1036,6.943122423,1,
284,6,1,1,2,3,2,2,2,3,1016,6.923628628,1,
284,7,1,1,2,3,2,2,2,3,1042,6.948897222,1,
284,8,1,1,2,3,2,2,2,3,985,6.892641641,0,
284,9,1,1,2,3,2,2,2,3,895,6.796823718,0,
284,10,1,1,2,3,2,2,2,3,930,6.835184586,0,
284,11,1,1,2,3,2,2,2,3,920,6.82437367,0,
284,12,1,1,2,3,2,2,2,3,859,6.755768922,0,
284,13,1,1,2,3,2,2,2,3,861,6.758094504,0,
284,14,1,1,2,3,2,2,2,3,862,6.759255271,0,
284,15,1,1,2,3,2,2,2,3,655,6.484635236,0,
288,1,1,1,2,3,2,2,2,2,740,6.606650186,0,
288,2,1,1,2,3,2,2,2,2,700,6.551080335,0,
288,3,1,1,2,3,2,2,2,2,644,6.467698726,0,
288,4,1,1,2,3,2,2,2,2,639,6.459904454,0,
288,5,1,1,2,3,2,2,2,2,639,6.459904454,0,
288,6,1,1,2,3,2,2,2,2,669,6.50578406,0,
288,7,1,1,2,3,2,2,2,2,576,6.356107661,0,
288,8,1,1,2,3,2,2,2,2,669,6.50578406,0,
288,9,1,1,2,3,2,2,2,2,581,6.364750757,0,
288,10,1,1,2,3,2,2,2,2,609,6.411818268,0,
288,11,1,1,2,3,2,2,2,2,591,6.381816017,0,
288,12,1,1,2,3,2,2,2,2,617,6.424869024,0,
288,13,1,1,2,3,2,2,2,2,628,6.442540166,0,
288,14,1,1,2,3,2,2,2,2,605,6.405228458,0,
288,15,1,1,2,3,2,2,2,2,599,6.395261598,0,
288,16,1,1,2,3,2,2,2,2,599,6.395261598,0,
288,17,1,1,2,3,2,2,2,2,560,6.327936784,0,
290,1,1,1,2,3,2,2,2,2,634,6.452048954,0,
290,2,1,1,2,3,2,2,2,2,646,6.470799504,0,
290,3,1,1,2,3,2,2,2,2,606,6.406879986,0,
290,4,1,1,2,3,2,2,2,2,645,6.469250317,0,
290,5,1,1,2,3,2,2,2,2,590,6.380122537,0,
290,6,1,1,2,3,2,2,2,2,638,6.458338283,0,
290,7,1,1,2,3,2,2,2,2,670,6.507277712,0,
290,8,1,1,2,3,2,2,2,2,648,6.473890696,0,
290,9,1,1,2,3,2,2,2,2,663,6.49677499,0,
290,10,1,1,2,3,2,2,2,2,660,6.492239835,0,
290,11,1,1,2,3,2,2,2,2,682,6.525029658,0,
290,12,1,1,2,3,2,2,2,2,713,6.56948142,0,
290,13,1,1,2,3,2,2,2,2,733,6.597145702,0,
290,14,1,1,2,3,2,2,2,2,738,6.603943825,0,
290,15,1,1,2,3,2,2,2,2,702,6.553933404,0,
290,16,1,1,2,3,2,2,2,2,750,6.620073207,0,
290,17,1,1,2,3,2,2,2,2,828,6.719013154,0,
290,18,1,1,2,3,2,2,2,2,785,6.665683718,0,
290,19,1,1,2,3,2,2,2,2,732,6.595780514,0,
290,20,1,1,2,3,2,2,2,2,665,6.499787041,0,
290,21,1,1,2,3,2,2,2,2,691,6.538139824,0,
290,22,1,1,2,3,2,2,2,2,701,6.552507887,0,
290,23,1,1,2,3,2,2,2,2,668,6.504288174,0,
292,1,1,1,2,3,2,2,2,3,1350,7.207859871,1,
292,2,1,1,2,3,2,2,2,3,1346,7.20489251,1,
292,3,1,1,2,3,2,2,2,3,1290,7.162397497,1,
292,4,1,1,2,3,2,2,2,3,807,6.693323668,0,
299,1,1,1,0,1,0,1,2,1,4169,8.335431478,1,
299,2,1,1,0,1,0,1,2,1,4146,8.329899293,1,
299,3,1,1,0,1,0,1,2,1,4211,8.345455428,1,
299,4,1,1,0,1,0,1,2,1,4196,8.34188697,1,
303,1,1,1,0,1,0,1,2,2,4200,8.342839804,1,
303,2,1,1,0,1,0,1,2,2,4215,8.34640487,1,
303,3,1,1,0,1,0,1,2,2,4200,8.342839804,1,
303,4,1,1,0,1,0,1,2,2,4213,8.345930262,1,
303,5,1,1,0,1,0,1,2,2,4200,8.342839804,1,
303,6,1,1,0,1,0,1,2,2,4241,8.352554369,1,
307,1,1,1,2,3,2,2,2,3,4195,8.341648619,1,
307,2,1,1,2,3,2,2,2,3,4258,8.356554845,1,
307,3,1,1,2,3,2,2,2,3,4202,8.343315881,1,
307,4,1,1,2,3,2,2,2,3,4276,8.360773272,1,
309,1,1,1,2,3,2,2,2,3,4232,8.350429974,1,
309,2,1,1,2,3,2,2,2,3,4191,8.340694648,1,
309,3,1,1,2,3,2,2,2,3,4241,8.352554369,1,
309,4,1,1,2,3,2,2,2,3,4161,8.333510709,1,
311,1,1,1,2,3,2,2,2,2,4170,8.335671315,1,
311,2,1,1,2,3,2,2,2,2,4155,8.332067707,1,
311,3,1,1,2,3,2,2,2,2,4182,8.33854488,1,
311,4,1,1,2,3,2,2,2,2,4203,8.343553835,1,
311,5,1,1,2,3,2,2,2,2,4257,8.356319966,1,
311,6,1,1,2,3,2,2,2,2,4235,8.351138607,1,
311,7,1,1,2,3,2,2,2,2,4215,8.34640487,1,
311,8,1,1,2,3,2,2,2,2,4226,8.349011198,1,
311,9,1,1,2,3,2,2,2,2,4267,8.358666283,1,
311,10,1,1,2,3,2,2,2,2,4238,8.351846739,1,
311,11,1,1,2,3,2,2,2,2,4243,8.353025845,1,
311,12,1,1,2,3,2,2,2,2,4205,8.344029572,1,
311,13,1,1,2,3,2,2,2,2,4305,8.367532417,1,
311,14,1,1,2,3,2,2,2,2,4311,8.368925175,1,
311,15,1,1,2,3,2,2,2,2,4269,8.359134887,1,
311,16,1,1,2,3,2,2,2,2,4294,8.364973978,1,
311,17,1,1,2,3,2,2,2,2,4293,8.364741068,1,
311,18,1,1,2,3,2,2,2,2,4333,8.374015422,1,
311,19,1,1,2,3,2,2,2,2,4336,8.374707543,1,
311,20,1,1,2,3,2,2,2,2,4312,8.369157113,1,
311,21,1,1,2,3,2,2,2,2,4349,8.377701213,1,
311,22,1,1,2,3,2,2,2,2,4277,8.361007108,1,
311,23,1,1,2,3,2,2,2,2,4253,8.355379895,1,
311,24,1,1,2,3,2,2,2,2,4195,8.341648619,1,
311,25,1,1,2,3,2,2,2,2,4168,8.335191583,1,
311,26,1,1,2,3,2,2,2,2,4138,8.327967858,1,
311,27,1,1,2,3,2,2,2,2,4056,8.307952545,1,
313,1,1,1,2,3,2,2,2,3,3809,8.245121966,1,
313,2,1,1,2,3,2,2,2,3,3683,8.211482916,1,
313,3,1,1,2,3,2,2,2,3,3518,8.165647925,1,
313,4,1,1,2,3,2,2,2,3,3332,8.111328003,1,
313,5,1,1,2,3,2,2,2,3,3213,8.074960359,1,
313,6,1,1,2,3,2,2,2,3,3137,8.051022208,1,
313,7,1,1,2,3,2,2,2,3,3125,8.047189562,1,
313,8,1,1,2,3,2,2,2,3,3029,8.015987811,1,
313,9,1,1,2,3,2,2,2,3,2914,7.977281987,1,
313,10,1,1,2,3,2,2,2,3,2843,7.952615112,1,
313,11,1,1,2,3,2,2,2,3,2824,7.945909599,1,
313,12,1,1,2,3,2,2,2,3,2696,7.899524472,1,
313,13,1,1,2,3,2,2,2,3,2623,7.87207398,1,
313,14,1,1,2,3,2,2,2,3,2547,7.842671475,1,
313,15,1,1,2,3,2,2,2,3,2483,7.817222786,1,
313,16,1,1,2,3,2,2,2,3,2424,7.793174347,1,
313,17,1,1,2,3,2,2,2,3,2370,7.770645234,1,
313,18,1,1,2,3,2,2,2,3,2327,7.752335163,1,
313,19,1,1,2,3,2,2,2,3,2345,7.760040681,1,
313,20,1,1,2,3,2,2,2,3,2278,7.731053144,1,
313,21,1,1,2,3,2,2,2,3,2215,7.703007682,1,
313,22,1,1,2,3,2,2,2,3,2165,7.68017564,1,
313,23,1,1,2,3,2,2,2,3,2170,7.682482447,1,
313,24,1,1,2,3,2,2,2,3,2121,7.659642955,1,
313,25,1,1,2,3,2,2,2,3,2087,7.643482907,1,
313,26,1,1,2,3,2,2,2,3,2049,7.625107148,1,
313,27,1,1,2,3,2,2,2,2,2103,7.651120176,1,
315,1,1,1,2,3,2,2,2,1,768,6.643789733,0,
315,2,1,1,2,3,2,2,2,2,697,6.546785411,0,
315,3,1,1,2,3,2,2,2,2,726,6.587550015,0,
315,4,1,1,2,3,2,2,2,2,660,6.492239835,0,
317,1,1,1,2,3,2,2,2,2,711,6.56667243,0,
317,2,1,1,2,3,2,2,2,2,810,6.697034248,0,
317,3,1,1,2,3,2,2,2,2,4300,8.366370302,1,
317,4,1,1,2,3,2,2,2,2,2313,7.746300662,1,
317,5,1,1,2,3,2,2,2,2,1567,7.356918242,1,
317,6,1,1,2,3,2,2,2,1,1085,6.989335266,1,
317,7,1,1,2,3,2,2,2,1,761,6.634633358,0,
317,8,1,1,2,3,2,2,2,1,709,6.563855527,0,
317,9,1,1,2,3,2,2,2,1,662,6.495265556,0,
319,1,1,1,2,3,2,2,2,1,884,6.784457063,0,
319,2,1,1,2,3,2,2,2,1,869,6.767343125,0,
319,3,1,1,2,3,2,2,2,1,852,6.747586527,0,
319,4,1,1,2,3,2,2,2,1,897,6.799055862,0,
319,5,1,1,2,3,2,2,2,1,717,6.575075841,0,
319,6,1,1,2,3,2,2,2,1,660,6.492239835,0,
319,7,1,1,2,3,2,2,2,1,642,6.464588304,0,
319,8,1,1,2,3,2,2,2,1,821,6.710523109,0,
319,9,1,1,2,3,2,2,2,1,712,6.568077911,0,
319,10,1,1,2,3,2,2,2,1,830,6.721425701,0,
321,1,1,1,2,3,2,2,2,3,1105,7.007600614,1,
321,2,1,1,2,3,2,2,2,3,1041,6.947937069,1,
321,3,1,1,2,3,2,2,2,3,1346,7.20489251,1,
321,4,1,1,2,3,2,2,2,3,1033,6.940222469,1,
325,1,1,1,0,1,0,1,2,3,837,6.72982407,0,
325,2,1,1,0,1,0,1,2,3,780,6.65929392,0,
325,3,1,1,0,1,0,1,2,3,778,6.656726524,0,
325,4,1,1,0,1,0,1,2,3,793,6.675823222,0,
325,5,1,1,0,1,0,1,2,3,723,6.583409222,0,
325,6,1,1,0,1,0,1,2,3,752,6.622736324,0,
325,7,1,1,0,1,0,1,2,3,720,6.579251212,0,
325,8,1,1,0,1,0,1,2,3,757,6.629363253,0,
327,1,1,1,0,1,0,1,2,3,741,6.608000625,0,
327,2,1,1,0,1,0,1,2,3,755,6.626717749,0,
327,3,1,1,0,1,0,1,2,3,758,6.630683386,0,
327,4,1,1,0,1,0,1,2,3,741,6.608000625,0,
327,5,1,1,0,1,0,1,2,3,721,6.580639137,0,
327,6,1,1,0,1,0,1,2,3,843,6.736966958,0,
327,7,1,1,0,1,0,1,2,3,813,6.70073111,0,
327,8,1,1,0,1,0,1,2,3,726,6.587550015,0,
327,9,1,1,0,1,0,1,2,3,678,6.519147288,0,
327,10,1,1,0,1,0,1,2,3,739,6.605297921,0,
327,11,1,1,0,1,0,1,2,3,697,6.546785411,0,
327,12,1,1,0,1,0,1,2,3,680,6.522092798,0,
327,13,1,1,0,1,0,1,2,3,655,6.484635236,0,
327,14,1,1,0,1,0,1,2,3,640,6.461468176,0,
327,15,1,1,0,1,0,1,2,3,617,6.424869024,0,
327,16,1,1,0,1,0,1,2,3,655,6.484635236,0,
327,17,1,1,0,1,0,1,2,3,665,6.499787041,0,
327,18,1,1,0,1,0,1,2,3,613,6.418364936,0,
327,19,1,1,0,1,0,1,2,3,635,6.453624999,0,
327,20,1,1,0,1,0,1,2,3,632,6.448889394,0,
327,21,1,1,0,1,0,1,2,2,633,6.450470422,0,
327,22,1,1,0,1,0,1,2,2,649,6.475432717,0,
327,23,1,1,0,1,0,1,2,2,615,6.421622268,0,
327,24,1,1,0,1,0,1,2,2,607,6.408528791,0,
327,25,1,1,0,1,0,1,2,2,630,6.445719819,0,
327,26,1,1,0,1,0,1,2,2,616,6.423246964,0,
327,27,1,1,0,1,0,1,2,2,618,6.426488457,0,
327,28,1,1,0,1,0,1,2,2,676,6.516193076,0,
327,29,1,1,0,1,0,1,2,2,815,6.703188113,0,
327,30,1,1,0,1,0,1,2,2,753,6.624065228,0,
327,31,1,1,0,1,0,1,2,2,799,6.683360946,0,
327,32,1,1,0,1,0,1,2,1,770,6.646390515,0,
327,33,1,1,0,1,0,1,2,1,809,6.695798917,0,
327,34,1,1,0,1,0,1,2,1,750,6.620073207,0,
327,35,1,1,0,1,0,1,2,1,841,6.73459166,0,
329,1,1,1,0,1,0,1,2,1,834,6.726233402,0,
329,2,1,1,0,1,0,1,2,1,751,6.621405652,0,
329,3,1,1,0,1,0,1,2,1,837,6.72982407,0,
329,4,1,1,0,1,0,1,2,1,877,6.776506992,0,
329,5,1,1,0,1,0,1,2,1,898,6.800170068,0,
329,6,1,1,0,1,0,1,2,1,864,6.761572769,0,
329,7,1,1,0,1,0,1,2,1,920,6.82437367,0,
329,8,1,1,0,1,0,1,2,1,880,6.779921907,0,
329,9,1,1,0,1,0,1,2,1,1006,6.913737351,1,
329,10,1,1,0,1,0,1,2,1,933,6.838405201,0,
329,11,1,1,0,1,0,1,2,1,830,6.721425701,0,
329,12,1,1,0,1,0,1,2,1,800,6.684611728,0,
329,13,1,1,0,1,0,1,2,1,861,6.758094504,0,
329,14,1,1,0,1,0,1,2,1,799,6.683360946,0,
329,15,1,1,0,1,0,1,2,1,785,6.665683718,0,
329,16,1,1,0,1,0,1,2,1,774,6.651571874,0,
329,17,1,1,0,1,0,1,2,1,728,6.590301048,0,
329,18,1,1,0,1,0,1,2,1,736,6.601230119,0,
329,19,1,1,0,1,0,1,2,1,718,6.576469569,0,
329,20,1,1,0,1,0,1,2,1,720,6.579251212,0,
329,21,1,1,0,1,0,1,2,1,670,6.507277712,0,
329,22,1,1,0,1,0,1,2,1,678,6.519147288,0,
329,23,1,1,0,1,0,1,2,1,685,6.529418838,0,
329,24,1,1,0,1,0,1,2,1,690,6.536691598,0,
329,25,1,1,0,1,0,1,2,1,696,6.54534966,0,
329,26,1,1,0,1,0,1,2,1,707,6.561030666,0,
329,27,1,1,0,1,0,1,2,1,671,6.508769137,0,
329,28,1,1,0,1,0,1,2,1,683,6.52649486,0,
329,29,1,1,0,1,0,1,2,1,670,6.507277712,0,
329,30,1,1,0,1,0,1,2,1,961,6.867974409,0,
329,31,1,1,0,1,0,1,2,1,1011,6.918695219,1,
329,32,1,1,0,1,0,1,2,1,741,6.608000625,0,
330,1,0,0,0,0,0,0,0,0,430,6.063785209,0,Summer
330,2,0,0,0,0,0,0,0,0,422,6.045005314,0,Summer
330,3,0,0,0,0,0,0,0,0,421,6.042632834,0,Summer
330,4,0,0,0,0,0,0,0,0,422,6.045005314,0,Summer
330,5,0,0,0,0,0,0,0,0,435,6.075346031,0,Summer
330,6,0,0,0,0,0,0,0,0,424,6.049733455,0,Summer
330,7,0,0,0,0,0,0,0,0,425,6.052089169,0,Summer
330,8,0,0,0,0,0,0,0,0,433,6.070737728,0,Summer
330,9,0,0,0,0,0,0,0,0,425,6.052089169,0,Summer
330,10,0,0,0,0,0,0,0,0,431,6.06610809,0,Summer
330,11,0,0,0,0,0,0,0,0,424,6.049733455,0,Summer
330,12,0,0,0,0,0,0,0,0,421,6.042632834,0,Summer
330,13,0,0,0,0,0,0,0,0,429,6.061456919,0,Summer
330,14,0,0,0,0,0,0,0,0,430,6.063785209,0,Summer
330,15,0,0,0,0,0,0,0,0,431,6.06610809,0,Summer
330,16,0,0,0,0,0,0,0,0,425,6.052089169,0,Summer
330,17,0,0,0,0,0,0,0,0,422,6.045005314,0,Summer
330,18,0,0,0,0,0,0,0,0,421,6.042632834,0,Summer
330,19,0,0,0,0,0,0,0,0,425,6.052089169,0,Summer
330,20,0,0,0,0,0,0,0,0,435,6.075346031,0,Summer
330,21,0,0,0,0,0,0,0,0,423,6.047372179,0,Summer
330,22,0,0,0,0,0,0,0,0,425,6.052089169,0,Summer
330,23,0,0,0,0,0,0,0,0,428,6.059123196,0,Summer
330,24,0,0,0,0,0,0,0,0,428,6.059123196,0,Summer
330,25,0,0,0,0,0,0,0,0,427,6.056784013,0,Summer
330,26,0,0,0,0,0,0,0,0,418,6.035481433,0,Summer
330,27,0,0,0,0,0,0,0,0,433,6.070737728,0,Summer
330,28,0,0,0,0,0,0,0,0,432,6.068425588,0,Summer
330,29,0,0,0,0,0,0,0,0,419,6.03787092,0,Summer
330,30,0,0,0,0,0,0,0,0,423,6.047372179,0,Summer
330,31,0,0,0,0,0,0,0,0,435,6.075346031,0,Summer
330,32,0,0,0,0,0,0,0,0,427,6.056784013,0,Summer
330,33,0,0,0,0,0,0,0,0,426,6.054439346,0,Summer
330,34,0,0,0,0,0,0,0,0,430,6.063785209,0,Summer
330,35,0,0,0,0,0,0,0,0,433,6.070737728,0,Summer
330,36,0,0,0,0,0,0,0,0,423,6.047372179,0,Summer
330,37,0,0,0,0,0,0,0,0,421,6.042632834,0,Summer
330,38,0,0,0,0,0,0,0,0,426,6.054439346,0,Summer
330,39,0,0,0,0,0,0,0,0,431,6.06610809,0,Summer
330,40,0,0,0,0,0,0,0,0,424,6.049733455,0,Summer
330,41,0,0,0,0,0,0,0,0,421,6.042632834,0,Summer
330,42,0,0,0,0,0,0,0,0,425,6.052089169,0,Summer
330,43,0,0,0,0,0,0,0,0,435,6.075346031,0,Summer
330,44,0,0,0,0,0,0,0,0,432,6.068425588,0,Summer
330,45,0,0,0,0,0,0,0,0,418,6.035481433,0,Summer
330,46,0,0,0,0,0,0,0,0,430,6.063785209,0,Summer
330,47,0,0,0,0,0,0,0,0,426,6.054439346,0,Summer
330,48,0,0,0,0,0,0,0,0,419,6.03787092,0,Summer
330,49,0,0,0,0,0,0,0,0,421,6.042632834,0,Summer
330,50,0,0,0,0,0,0,0,0,422,6.045005314,0,Summer
331,1,0,0,0,0,0,0,0,0,432,6.068425588,0,Summer
331,2,0,0,0,0,0,0,0,0,432,6.068425588,0,Summer
331,3,0,0,0,0,0,0,0,0,421,6.042632834,0,Summer
331,4,0,0,0,0,0,0,0,0,422,6.045005314,0,Summer
331,5,0,0,0,0,0,0,0,0,424,6.049733455,0,Summer
331,6,0,0,0,0,0,0,0,0,424,6.049733455,0,Summer
331,7,0,0,0,0,0,0,0,0,421,6.042632834,0,Summer
331,8,0,0,0,0,0,0,0,0,419,6.03787092,0,Summer
331,9,0,0,0,0,0,0,0,0,432,6.068425588,0,Summer
331,10,0,0,0,0,0,0,0,0,427,6.056784013,0,Summer
331,11,0,0,0,0,0,0,0,0,428,6.059123196,0,Summer
331,12,0,0,0,0,0,0,0,0,426,6.054439346,0,Summer
331,13,0,0,0,0,0,0,0,0,423,6.047372179,0,Summer
331,14,0,0,0,0,0,0,0,0,419,6.03787092,0,Summer
331,15,0,0,0,0,0,0,0,0,435,6.075346031,0,Summer
331,16,0,0,0,0,0,0,0,0,421,6.042632834,0,Summer
331,17,0,0,0,0,0,0,0,0,434,6.073044534,0,Summer
331,18,0,0,0,0,0,0,0,0,431,6.06610809,0,Summer
331,19,0,0,0,0,0,0,0,0,432,6.068425588,0,Summer
331,20,0,0,0,0,0,0,0,0,421,6.042632834,0,Summer
331,21,0,0,0,0,0,0,0,0,424,6.049733455,0,Summer
331,22,0,0,0,0,0,0,0,0,421,6.042632834,0,Summer
331,23,0,0,0,0,0,0,0,0,429,6.061456919,0,Summer
331,24,0,0,0,0,0,0,0,0,432,6.068425588,0,Summer
331,25,0,0,0,0,0,0,0,0,422,6.045005314,0,Summer
331,26,0,0,0,0,0,0,0,0,420,6.040254711,0,Summer
331,27,0,0,0,0,0,0,0,0,418,6.035481433,0,Summer
331,28,0,0,0,0,0,0,0,0,424,6.049733455,0,Summer
331,29,0,0,0,0,0,0,0,0,419,6.03787092,0,Summer
331,30,0,0,0,0,0,0,0,0,427,6.056784013,0,Summer
331,31,0,0,0,0,0,0,0,0,425,6.052089169,0,Summer
331,32,0,0,0,0,0,0,0,0,434,6.073044534,0,Summer
331,33,0,0,0,0,0,0,0,0,431,6.06610809,0,Summer
331,34,0,0,0,0,0,0,0,0,429,6.061456919,0,Summer
331,35,0,0,0,0,0,0,0,0,427,6.056784013,0,Summer
331,36,0,0,0,0,0,0,0,0,425,6.052089169,0,Summer
331,37,0,0,0,0,0,0,0,0,425,6.052089169,0,Summer
331,38,0,0,0,0,0,0,0,0,418,6.035481433,0,Summer
331,39,0,0,0,0,0,0,0,0,433,6.070737728,0,Summer
331,40,0,0,0,0,0,0,0,0,422,6.045005314,0,Summer
331,41,0,0,0,0,0,0,0,0,423,6.047372179,0,Summer
331,42,0,0,0,0,0,0,0,0,421,6.042632834,0,Summer
331,43,0,0,0,0,0,0,0,0,424,6.049733455,0,Summer
331,44,0,0,0,0,0,0,0,0,425,6.052089169,0,Summer
331,45,0,0,0,0,0,0,0,0,418,6.035481433,0,Summer
331,46,0,0,0,0,0,0,0,0,426,6.054439346,0,Summer
331,47,0,0,0,0,0,0,0,0,425,6.052089169,0,Summer
331,48,0,0,0,0,0,0,0,0,422,6.045005314,0,Summer
331,49,0,0,0,0,0,0,0,0,429,6.061456919,0,Summer
331,50,0,0,0,0,0,0,0,0,426,6.054439346,0,Summer
332,1,0,0,0,0,0,0,0,0,425,6.052089169,0,Summer
332,2,0,0,0,0,0,0,0,0,432,6.068425588,0,Summer
332,3,0,0,0,0,0,0,0,0,431,6.06610809,0,Summer
332,4,0,0,0,0,0,0,0,0,431,6.06610809,0,Summer
332,5,0,0,0,0,0,0,0,0,429,6.061456919,0,Summer
332,6,0,0,0,0,0,0,0,0,427,6.056784013,0,Summer
332,7,0,0,0,0,0,0,0,0,430,6.063785209,0,Summer
332,8,0,0,0,0,0,0,0,0,435,6.075346031,0,Summer
332,9,0,0,0,0,0,0,0,0,425,6.052089169,0,Summer
